account,date,daily_pnl,trade_count,win_rate,avg_position_size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-10-27,69282.42904,3711,0.3381837779574239,494.23683912691996
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,32683.214094,4629,0.36552171095268954,541.9522812702527
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-06-15,1378.073027,179,0.3575418994413408,368.8205586592179
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-10-27,61076.167808,328,0.4115853658536585,8444.161189024391
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19,613327.827224,3806,0.4952706253284288,8998.349072517078
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-06-15,3343.0556109999998,222,0.44144144144144143,11511.476621621621
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-09,-7919.471032000002,730,0.30684931506849317,6219.798493150685
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03,-25991.506339,1309,0.3315508021390374,10190.317929717341
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-27,111230.498007,1703,0.3282442748091603,19645.16682912507
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-19,223968.37089299998,3737,0.39175809472839174,20468.303636606903
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-06-15,7687.978187,105,0.49523809523809526,17592.19438095238
0x513b8629fe877bb581bf244e326a047b249c4ff1,2024-10-27,0.0,223,0.0,3261.5788789237668
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-02-19,403501.648209,5777,0.4156136402977324,28304.44506318158
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-06-15,436920.907007,6236,0.4021808851828095,41153.69550032072
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-10-27,101539.274031,250,1.0,525.47136
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-02-19,6979.340871,572,0.2692307692307692,891.0710664335664
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-06-15,212.60187,153,0.1111111111111111,568.6079738562091
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2024-10-27,327545.999992,202,0.5148514851485149,16311.138465346536
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-02-19,98269.195073,932,0.43991416309012876,8098.078723175966
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-06-15,3540.3708500000002,456,0.07894736842105263,1386.494692982456
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-10-27,51737.579418,419,0.028639618138424822,2305.200429594272
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-19,341945.434741,939,0.3961661341853035,2123.4002662406815
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-06-15,9328.49,72,0.75,1269.3402777777778
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-09,187842.08419,3041,0.8240710292666886,3677.8091055573827
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-07-03,0.16271999999999998,6,0.16666666666666666,34.916666666666664
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-10-27,37526.331877,1016,0.8208661417322834,2056.391348425197
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-19,136208.043913,4885,0.7985670419651996,2330.3033080859777
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-06-15,17518.784011,945,0.8253968253968254,1134.6507724867724
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-02-19,14781.443047,1554,0.4510939510939511,3643.361287001287
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-06-15,119.0,5,0.8,36540.202000000005
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-10-27,0.0,15,0.0,2333.2533333333336
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-19,196303.792847,3056,0.28763089005235604,2249.731112565445
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-06-15,-363924.917628,1530,0.5764705882352941,2113.4516666666664
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-10-27,11.717676000000012,54,0.037037037037037035,933.2848148148149
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-19,64510.169958,1802,0.3401775804661487,6453.556398446171
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-06-15,991.770272,55,0.2909090909090909,5808.497454545454
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-07-03,-9125.157325,3810,0.32545931758530183,772.3728871391077
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-10-27,39978.37791,1804,0.32427937915742794,1376.8141407982262
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-19,46257.358187,5602,0.30739021777936454,658.3625776508391
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-06-15,-33193.569796,3782,0.10100475938656796,843.5024510840825
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2024-10-27,8695.357326,724,0.07596685082872928,2936.1985911602205
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-02-19,100502.420808,2080,0.3903846153846154,3430.149134615385
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-06-15,17381.164,248,0.016129032258064516,6983.216774193548
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2024-10-27,49180.714882,4211,0.418665400142484,1636.15022559962
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-19,40314.808014,9274,0.32003450506793185,1157.8793541082598
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-06-15,16807.35236,2120,0.3136792452830189,1056.7010613207547
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-07-03,-14505.50575,39,0.0,7877.326666666667
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-10-27,67900.247545,283,0.5477031802120141,1684.2025795053005
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-02-19,19451.742477,95,0.8842105263157894,820.6771578947369
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2024-10-27,20925.513222,190,0.5526315789473685,3387.3391578947367
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-02-19,8751.751449,182,0.2692307692307692,3072.9576923076925
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-06-15,38168.35486,191,0.39790575916230364,2484.57057591623
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2024-10-27,55.01524,9,0.2222222222222222,1862.9299999999998
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-02-19,21703.816512999998,525,0.3238095238095238,8441.060742857142
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-11-14,155.50335699999994,1043,0.2751677852348993,11034.799511025887
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-09,2606.8947559999997,3076,0.21879063719115735,7639.724411573472
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-07-03,62586.1816,1643,0.20998174071819842,2875.2178940961658
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27,1421755.845871,1268,0.5670347003154574,2166.171861198738
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-19,553818.000465,7380,0.3910569105691057,1818.587241192412
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-06-15,102460.17164,323,0.17647058823529413,1989.5179256965946
0xb899e522b5715391ae1d4f137653e7906c5e2115,2025-02-19,22488.500821,4838,0.4386109962794543,22504.555828854896
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-02-19,940157.212682,21190,0.46753185464841907,3210.7751864086836
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-06-15,6.593538,2,1.0,7.0200000000000005
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2024-10-27,11671.68,267,0.15355805243445692,2725.7805992509366
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19,325441.97721599997,2211,0.3722297602894618,8103.972912709181
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-06-15,-116594.595363,163,0.006134969325153374,12832.663680981595
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2024-10-27,684215.002602,9883,0.5692603460487706,2693.2837964180917
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-19,126967.976166,26651,0.3848636073693295,1554.8373344339798
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-06-15,24897.574309,3650,0.363013698630137,1658.11421369863
